Date,Opp,Dec,DR,H,ER,BB,SO,HR,HBP,FIP,GSc,2B,Outs,points,QS,pitcher,code
2023-05-05,SFG,-1,5,4,2,3,5,1,0,4.24,52,0,18,9,1.0,Corbin Burnes,burneco01
2023-05-12,KCR,1,6,2,0,4,7,0,0,4.07,71,0,18,22,1.0,Corbin Burnes,burneco01
2023-05-17,STL,-1,4,8,3,1,7,1,0,4.01,50,0,18,7,1.0,Corbin Burnes,burneco01
2023-05-22,HOU,-1,4,7,5,2,5,4,0,4.8,36,0,15,-2,0.0,Corbin Burnes,burneco01
2023-05-27,SFG,0,4,4,1,3,8,0,0,4.52,70,0,21,20,1.0,Corbin Burnes,burneco01
2023-06-02,CIN,0,5,2,3,4,7,1,0,4.57,59,0,18,13,1.0,Corbin Burnes,burneco01
2023-06-07,BAL,1,4,2,0,0,9,0,0,4.2,87,0,24,34,1.0,Corbin Burnes,burneco01
2023-06-13,MIN,0,5,7,3,1,8,1,0,4.13,53,2,18,12,1.0,Corbin Burnes,burneco01
2023-06-19,ARI,-1,5,8,7,2,3,1,0,4.23,24,2,15,-9,0.0,Corbin Burnes,burneco01
2023-06-25,CLE,0,5,8,4,2,3,1,0,4.31,38,2,17,2,0.0,Corbin Burnes,burneco01
2023-07-01,PIT,1,5,1,2,2,7,0,1,4.19,72,0,21,23,1.0,Corbin Burnes,burneco01
2023-07-07,CIN,1,5,3,2,4,6,1,0,4.26,60,0,18,16,1.0,Corbin Burnes,burneco01
2023-07-14,CIN,1,6,2,0,2,13,0,1,4.05,79,0,18,29,1.0,Corbin Burnes,burneco01
2023-07-20,PHI,1,5,2,0,1,10,0,1,3.89,87,0,24,33,1.0,Corbin Burnes,burneco01
2023-07-25,CIN,-1,4,3,2,1,6,0,1,3.81,63,0,18,12,1.0,Corbin Burnes,burneco01
2023-07-31,WSN,0,5,4,2,3,5,1,0,3.88,58,1,18,12,1.0,Corbin Burnes,burneco01
2023-08-05,PIT,0,4,2,2,4,5,0,0,3.86,61,1,18,13,1.0,Corbin Burnes,burneco01
2023-08-11,CHW,0,5,8,5,3,5,1,0,3.92,35,0,17,1,0.0,Corbin Burnes,burneco01
2023-08-17,LAD,0,5,2,0,2,9,0,0,3.81,80,0,21,26,1.0,Corbin Burnes,burneco01
2023-08-23,MIN,0,5,8,6,1,5,3,0,3.99,36,1,18,2,0.0,Corbin Burnes,burneco01
2023-08-29,CHC,-1,5,8,1,2,7,0,1,3.93,62,1,21,12,1.0,Corbin Burnes,burneco01
2023-09-04,PIT,-1,5,7,4,0,7,2,0,3.98,49,4,18,7,0.0,Corbin Burnes,burneco01
2023-09-10,NYY,0,5,0,0,2,7,0,0,3.9,87,0,24,29,1.0,Corbin Burnes,burneco01
2023-09-16,WSN,0,5,5,4,3,9,1,0,3.9,49,0,17,10,0.0,Corbin Burnes,burneco01
2023-04-04,LAA,1,4,2,0,2,6,0,0,1.72,69,2,17,22,0.0,Luis Castillo,castilu02
2023-04-10,CHC,0,5,6,2,2,5,0,0,2.01,55,1,18,11,1.0,Luis Castillo,castilu02
2023-04-16,COL,1,5,2,0,0,9,0,0,1.64,82,0,21,31,1.0,Luis Castillo,castilu02
2023-04-22,STL,0,5,7,3,2,8,0,0,1.57,47,2,15,8,0.0,Luis Castillo,castilu02
2023-04-28,TOR,0,5,6,2,2,4,1,0,2.14,49,2,15,7,0.0,Luis Castillo,castilu02
2023-05-05,HOU,0,6,5,4,1,5,1,0,2.47,55,2,21,12,0.0,Luis Castillo,castilu02
2023-05-10,TEX,-1,4,8,3,0,9,1,1,2.51,48,3,15,6,0.0,Luis Castillo,castilu02
2023-05-16,BOS,-1,5,6,5,2,6,3,0,3.22,35,2,15,0,0.0,Luis Castillo,castilu02
2023-05-22,OAK,1,5,4,0,2,8,0,0,3.05,70,1,18,23,1.0,Luis Castillo,castilu02
2023-05-27,PIT,1,4,1,0,2,10,0,1,2.9,78,1,18,27,1.0,Luis Castillo,castilu02
2023-06-02,TEX,-1,5,5,1,1,6,0,0,2.81,68,0,21,16,1.0,Luis Castillo,castilu02
2023-06-09,LAA,-1,6,6,3,1,10,2,1,3.0,53,2,18,11,1.0,Luis Castillo,castilu02
2023-06-14,MIA,-1,4,2,2,6,6,1,0,3.25,57,0,17,8,0.0,Luis Castillo,castilu02
2023-06-21,NYY,-1,6,4,3,4,3,2,0,3.61,46,0,15,1,0.0,Luis Castillo,castilu02
2023-06-26,WSN,1,4,7,2,1,7,2,0,3.75,59,1,21,19,1.0,Luis Castillo,castilu02
2023-07-02,TBR,0,5,7,4,0,6,2,0,3.86,44,2,18,9,0.0,Luis Castillo,castilu02
2023-07-07,HOU,1,4,5,0,0,3,0,0,3.76,68,1,21,22,1.0,Luis Castillo,castilu02
2023-07-14,DET,-1,6,4,3,0,5,2,0,3.88,52,0,15,7,0.0,Luis Castillo,castilu02
2023-07-19,MIN,0,4,6,3,2,11,2,0,3.94,57,0,18,15,1.0,Luis Castillo,castilu02
2023-07-24,MIN,0,4,4,2,2,9,0,0,3.8,68,0,21,20,1.0,Luis Castillo,castilu02
2023-07-30,ARI,1,5,2,0,1,7,0,1,3.72,74,0,18,24,1.0,Luis Castillo,castilu02
2023-08-04,LAA,0,4,10,7,1,6,3,0,3.92,29,2,18,-1,0.0,Luis Castillo,castilu02
2023-08-11,BAL,1,6,2,1,2,8,1,0,3.91,70,0,18,23,1.0,Luis Castillo,castilu02
2023-08-16,KCR,1,4,9,4,1,3,0,0,3.86,45,2,21,9,0.0,Luis Castillo,castilu02
2023-08-21,CHW,1,4,5,1,0,9,0,0,3.72,72,3,21,26,1.0,Luis Castillo,castilu02
2023-08-27,KCR,1,5,1,0,1,6,0,0,3.64,80,0,21,28,1.0,Luis Castillo,castilu02
2023-09-02,NYM,0,5,8,5,2,2,2,1,3.82,31,2,15,-4,0.0,Luis Castillo,castilu02
2023-09-07,TBR,1,4,4,0,4,8,0,0,3.77,68,1,18,21,1.0,Luis Castillo,castilu02
2023-09-13,LAA,1,5,3,2,3,8,1,0,3.79,63,1,18,19,1.0,Luis Castillo,castilu02
2023-04-05,TBR,-1,5,10,6,0,3,2,0,5.82,31,1,18,-4,0.0,Patrick Corbin,corbipa01
2023-04-10,LAA,1,4,7,4,3,3,1,0,6.05,37,1,15,3,0.0,Patrick Corbin,corbipa01
2023-04-16,CLE,0,5,5,2,0,4,0,0,4.81,54,3,18,13,1.0,Patrick Corbin,corbipa01
2023-04-23,MIN,-1,6,7,3,2,6,2,0,5.22,50,0,18,6,1.0,Patrick Corbin,corbipa01
2023-04-29,PIT,-1,5,7,3,1,2,1,0,5.27,43,2,16,1,0.0,Patrick Corbin,corbipa01
2023-05-04,CHC,0,4,3,2,0,6,0,0,4.59,69,0,21,20,1.0,Patrick Corbin,corbipa01
2023-05-09,SFG,-1,4,8,2,0,3,1,0,4.57,49,1,18,6,1.0,Patrick Corbin,corbipa01
2023-05-15,NYM,1,5,8,2,1,1,0,0,4.43,48,1,18,9,1.0,Patrick Corbin,corbipa01
2023-05-20,DET,1,4,6,2,0,3,1,0,4.43,55,0,18,14,1.0,Patrick Corbin,corbipa01
2023-05-26,KCR,1,5,7,6,4,6,1,0,4.52,37,2,19,5,0.0,Patrick Corbin,corbipa01
2023-05-31,LAD,0,4,7,3,4,2,2,0,4.93,37,1,15,0,0.0,Patrick Corbin,corbipa01
2023-06-07,ARI,-1,6,11,3,1,4,0,0,4.73,41,3,18,1,1.0,Patrick Corbin,corbipa01
2023-06-13,HOU,-1,5,4,2,5,5,2,0,5.03,51,1,15,4,0.0,Patrick Corbin,corbipa01
2023-06-18,MIA,-1,4,11,3,2,3,0,0,4.9,37,0,18,-1,1.0,Patrick Corbin,corbipa01
2023-06-23,SDP,-1,4,7,7,3,3,2,1,5.17,25,0,15,-10,0.0,Patrick Corbin,corbipa01
2023-06-28,SEA,1,4,5,0,0,9,0,0,4.84,76,0,21,28,1.0,Patrick Corbin,corbipa01
2023-07-04,CIN,-1,5,10,6,3,2,2,1,5.1,22,1,15,-12,0.0,Patrick Corbin,corbipa01
2023-07-09,TEX,1,4,5,1,1,6,0,0,4.9,68,1,21,22,1.0,Patrick Corbin,corbipa01
2023-07-18,CHC,0,8,6,3,1,6,1,0,4.86,49,0,16,9,0.0,Patrick Corbin,corbipa01
2023-07-24,COL,-1,5,10,5,2,5,1,0,4.85,34,2,19,-1,0.0,Patrick Corbin,corbipa01
2023-07-29,NYM,1,4,6,4,0,2,2,1,4.97,43,2,17,7,0.0,Patrick Corbin,corbipa01
2023-08-04,CIN,0,5,4,3,1,2,3,0,5.18,54,1,19,10,1.0,Patrick Corbin,corbipa01
2023-08-10,PHI,0,5,1,0,7,2,0,0,5.23,58,1,15,9,0.0,Patrick Corbin,corbipa01
2023-08-17,BOS,1,6,4,1,0,6,1,0,5.16,66,0,18,21,1.0,Patrick Corbin,corbipa01
2023-08-24,NYY,1,6,7,3,3,7,2,0,5.22,50,2,18,12,1.0,Patrick Corbin,corbipa01
2023-08-30,TOR,-1,5,10,6,1,5,0,0,5.11,27,4,15,-6,0.0,Patrick Corbin,corbipa01
2023-09-05,NYM,-1,5,7,8,1,2,3,1,5.33,17,0,12,-14,0.0,Patrick Corbin,corbipa01
2023-09-11,PIT,1,5,5,2,1,8,0,0,5.16,63,2,20,21,1.0,Patrick Corbin,corbipa01
2023-09-17,MIL,0,5,4,1,2,2,0,0,5.11,60,0,18,12,1.0,Patrick Corbin,corbipa01
2023-04-04,TEX,1,4,6,2,0,5,2,0,4.59,62,0,21,19,1.0,Kyle Gibson,gibsoky01
2023-04-10,OAK,1,5,5,1,3,4,0,0,4.19,60,2,19,16,1.0,Kyle Gibson,gibsoky01
2023-04-15,CHW,0,4,7,4,2,1,1,0,4.7,37,2,16,0,0.0,Kyle Gibson,gibsoky01
2023-04-22,DET,1,6,2,1,3,11,1,0,4.39,73,0,19,26,1.0,Kyle Gibson,gibsoky01
2023-04-27,DET,0,4,8,3,2,3,0,0,4.25,36,1,13,0,0.0,Kyle Gibson,gibsoky01
2023-05-03,KCR,-1,5,10,6,0,0,1,0,4.41,30,3,20,-5,0.0,Kyle Gibson,gibsoky01
2023-05-08,TBR,-1,4,6,2,2,4,1,0,4.49,54,0,18,7,1.0,Kyle Gibson,gibsoky01
2023-05-14,PIT,-1,5,7,4,3,5,0,0,4.36,39,0,15,-1,0.0,Kyle Gibson,gibsoky01
2023-05-19,TOR,1,4,5,1,2,5,0,0,4.16,66,1,21,20,1.0,Kyle Gibson,gibsoky01
2023-05-25,NYY,1,5,2,0,4,3,0,0,4.15,72,0,21,21,1.0,Kyle Gibson,gibsoky01
2023-05-30,CLE,1,4,7,3,1,3,0,0,4.04,45,3,17,9,0.0,Kyle Gibson,gibsoky01
2023-06-06,MIL,0,6,5,2,2,7,0,1,3.93,54,2,15,10,0.0,Kyle Gibson,gibsoky01
2023-06-11,KCR,1,4,7,3,0,4,1,0,3.93,51,2,19,13,1.0,Kyle Gibson,gibsoky01
2023-06-17,CHC,-1,5,3,3,2,7,0,0,3.8,59,2,18,11,1.0,Kyle Gibson,gibsoky01
2023-06-23,SEA,-1,5,7,5,3,4,1,0,3.93,26,0,9,-10,0.0,Kyle Gibson,gibsoky01
2023-06-28,CIN,0,4,9,6,1,5,0,1,3.86,26,1,14,-4,0.0,Kyle Gibson,gibsoky01
2023-07-04,NYY,-1,5,3,4,4,4,1,1,4.02,50,1,18,3,0.0,Kyle Gibson,gibsoky01
2023-07-09,MIN,1,4,3,2,1,11,1,0,3.92,73,2,21,27,1.0,Kyle Gibson,gibsoky01
2023-07-15,MIA,0,5,9,5,2,1,0,0,3.92,29,0,16,-4,0.0,Kyle Gibson,gibsoky01
2023-07-20,TBR,0,4,7,3,2,8,0,1,3.83,52,1,18,10,1.0,Kyle Gibson,gibsoky01
2023-07-25,PHI,0,4,4,2,0,5,1,0,3.83,61,1,18,15,1.0,Kyle Gibson,gibsoky01
2023-07-31,TOR,1,5,4,1,2,5,0,0,3.77,63,0,18,18,1.0,Kyle Gibson,gibsoky01
2023-08-05,NYM,1,4,4,3,1,9,1,0,3.73,65,2,21,22,1.0,Kyle Gibson,gibsoky01
2023-08-11,SEA,-1,5,12,9,2,4,3,0,3.97,10,2,16,-15,0.0,Kyle Gibson,gibsoky01
2023-08-18,OAK,1,6,9,4,0,6,0,0,3.87,39,4,15,7,0.0,Kyle Gibson,gibsoky01
2023-08-24,TOR,1,5,6,3,1,8,1,0,3.83,65,2,24,22,1.0,Kyle Gibson,gibsoky01
2023-08-30,CHW,-1,5,9,7,0,2,3,0,4.03,19,2,13,-11,0.0,Kyle Gibson,gibsoky01
2023-09-06,LAA,1,6,6,3,2,3,1,0,4.08,49,1,18,10,1.0,Kyle Gibson,gibsoky01
2023-09-13,STL,-1,6,3,1,3,4,1,0,4.13,65,1,20,13,1.0,Kyle Gibson,gibsoky01
2023-04-07,PIT,0,5,12,7,0,3,2,0,4.82,13,3,12,-11,0.0,Lucas Giolito,giolilu01
2023-04-12,MIN,-1,4,5,1,2,7,0,1,3.86,63,0,18,12,1.0,Lucas Giolito,giolilu01
2023-04-18,PHI,1,5,0,0,1,7,0,1,3.31,78,0,18,26,1.0,Lucas Giolito,giolilu01
2023-04-23,TBR,-1,4,5,4,2,5,2,1,4.19,54,3,21,7,0.0,Lucas Giolito,giolilu01
2023-04-28,TBR,0,4,8,2,0,6,0,0,3.66,56,4,20,14,1.0,Lucas Giolito,giolilu01
2023-05-04,MIN,0,5,2,1,3,7,1,0,3.79,73,0,21,21,1.0,Lucas Giolito,giolilu01
2023-05-09,KCR,1,4,5,2,2,9,1,0,3.74,61,0,18,19,1.0,Lucas Giolito,giolilu01
2023-05-14,HOU,-1,4,7,4,0,6,1,0,3.71,48,1,18,6,0.0,Lucas Giolito,giolilu01
2023-05-20,KCR,1,5,6,1,1,4,1,0,3.8,59,2,18,16,1.0,Lucas Giolito,giolilu01
2023-05-25,DET,-1,4,6,4,7,4,1,0,4.18,30,1,11,-9,0.0,Lucas Giolito,giolilu01
2023-05-30,LAA,1,4,4,3,2,5,2,0,4.43,50,0,15,11,0.0,Lucas Giolito,giolilu01
2023-06-06,NYY,1,6,0,0,3,7,0,0,4.27,76,0,18,25,1.0,Lucas Giolito,giolilu01
2023-06-11,MIA,0,4,6,1,1,8,1,0,4.18,68,1,21,20,1.0,Lucas Giolito,giolilu01
2023-06-17,SEA,0,5,8,2,3,5,1,0,4.27,43,2,15,5,0.0,Lucas Giolito,giolilu01
2023-06-23,BOS,-1,5,3,1,1,10,1,1,4.19,67,0,18,18,1.0,Lucas Giolito,giolilu01
2023-06-28,LAA,1,4,6,4,0,9,2,0,4.21,58,0,21,19,0.0,Lucas Giolito,giolilu01
2023-07-04,TOR,0,5,4,2,2,4,0,0,4.13,58,1,18,12,1.0,Lucas Giolito,giolilu01
2023-07-09,STL,0,4,2,2,3,5,1,0,4.19,67,0,21,17,1.0,Lucas Giolito,giolilu01
2023-07-18,NYM,-1,8,6,8,5,5,3,0,4.54,17,2,11,-14,0.0,Lucas Giolito,giolilu01
2023-07-23,MIN,0,4,6,0,3,9,0,1,4.43,61,1,15,14,0.0,Lucas Giolito,giolilu01
2023-07-28,TOR,-1,4,6,3,1,5,2,0,4.53,48,1,16,5,0.0,Lucas Giolito,giolilu01
2023-08-02,ATL,-1,4,8,9,3,2,3,1,4.86,8,0,11,-20,0.0,Lucas Giolito,giolilu01
2023-08-08,SFG,1,5,3,3,3,7,0,1,4.77,58,0,18,15,1.0,Lucas Giolito,giolilu01
2023-08-15,TEX,-1,6,7,4,2,5,1,0,4.77,45,2,18,3,0.0,Lucas Giolito,giolilu01
2023-08-22,CIN,-1,6,5,1,2,9,1,1,4.74,59,2,18,14,1.0,Lucas Giolito,giolilu01
2023-08-28,PHI,-1,5,4,5,4,6,3,0,4.94,43,0,17,2,0.0,Lucas Giolito,giolilu01
2023-09-04,MIN,-1,6,7,9,3,3,3,0,5.17,9,1,9,-19,0.0,Lucas Giolito,giolilu01
2023-09-09,LAA,-1,4,4,4,0,9,3,0,5.22,62,0,21,15,0.0,Lucas Giolito,giolilu01
2023-09-15,TEX,1,5,2,0,1,12,0,0,5.02,84,2,21,33,1.0,Lucas Giolito,giolilu01
2023-04-07,HOU,0,5,4,1,1,13,0,0,2.18,77,2,21,27,1.0,Sonny Gray,grayso01
2023-04-12,CHW,1,4,3,0,2,5,0,0,2.26,64,1,15,18,0.0,Sonny Gray,grayso01
2023-04-18,BOS,0,5,7,1,2,7,0,0,2.12,54,3,15,11,0.0,Sonny Gray,grayso01
2023-04-24,NYY,1,5,3,0,2,8,0,0,2.05,77,1,21,27,1.0,Sonny Gray,grayso01
2023-04-30,KCR,1,5,5,1,1,7,0,0,1.95,64,2,18,20,1.0,Sonny Gray,grayso01
2023-05-06,CLE,0,5,4,3,3,6,0,0,2.04,50,0,15,8,0.0,Sonny Gray,grayso01
2023-05-12,CHC,0,5,4,1,1,9,0,0,1.85,64,1,16,18,0.0,Sonny Gray,grayso01
2023-05-17,LAD,0,4,5,2,3,4,0,0,1.98,45,0,12,4,0.0,Sonny Gray,grayso01
2023-05-23,SFG,0,5,6,2,2,6,0,0,1.99,51,2,15,9,0.0,Sonny Gray,grayso01
2023-05-29,HOU,0,5,5,3,3,3,0,0,2.17,50,2,18,7,1.0,Sonny Gray,grayso01
2023-06-03,CLE,-1,4,10,3,0,2,1,0,2.41,44,1,20,3,1.0,Sonny Gray,grayso01
2023-06-09,TOR,0,5,5,1,2,5,0,0,2.41,56,1,15,11,0.0,Sonny Gray,grayso01
2023-06-15,DET,0,5,3,2,4,3,0,0,2.54,47,0,12,4,0.0,Sonny Gray,grayso01
2023-06-21,BOS,0,5,6,3,2,5,1,0,2.69,46,1,15,6,0.0,Sonny Gray,grayso01
2023-06-26,ATL,-1,4,7,3,1,5,1,0,2.8,52,1,20,8,1.0,Sonny Gray,grayso01
2023-07-02,BAL,0,5,2,0,3,7,0,1,2.81,72,1,18,19,1.0,Sonny Gray,grayso01
2023-07-08,BAL,-1,5,6,6,3,5,0,0,2.83,38,0,18,-1,0.0,Sonny Gray,grayso01
2023-07-17,SEA,-1,8,5,5,4,5,0,1,2.9,40,1,17,-1,0.0,Sonny Gray,grayso01
2023-07-22,CHW,0,4,7,2,1,4,0,0,2.87,53,0,18,10,1.0,Sonny Gray,grayso01
2023-07-28,KCR,0,5,5,3,0,5,1,0,2.92,55,1,18,12,1.0,Sonny Gray,grayso01
2023-08-03,STL,1,5,5,2,0,8,1,0,2.91,67,1,21,23,1.0,Sonny Gray,grayso01
2023-08-08,DET,-1,4,7,2,0,10,0,0,2.78,58,2,18,14,1.0,Sonny Gray,grayso01
2023-08-13,PHI,1,4,2,0,3,7,0,1,2.78,72,0,18,22,1.0,Sonny Gray,grayso01
2023-08-19,PIT,-1,5,4,4,3,7,0,0,2.77,54,0,20,9,0.0,Sonny Gray,grayso01
2023-08-25,TEX,1,5,6,1,0,4,1,1,2.85,65,3,21,19,1.0,Sonny Gray,grayso01
2023-08-30,CLE,0,4,3,0,1,5,0,0,2.82,75,1,21,22,1.0,Sonny Gray,grayso01
2023-09-05,CLE,0,5,6,3,2,4,1,0,2.9,50,1,18,8,1.0,Sonny Gray,grayso01
2023-09-11,TBR,-1,5,6,1,1,5,0,2,2.91,48,1,12,3,0.0,Sonny Gray,grayso01
2023-09-17,CHW,1,5,5,0,0,6,0,0,2.85,73,2,21,25,1.0,Sonny Gray,grayso01
2023-04-05,BOS,1,5,4,1,2,7,0,0,3.35,70,1,21,23,1.0,Mitch Keller,kellemi03
2023-04-11,HOU,0,5,6,2,2,7,2,0,4.34,57,1,18,13,1.0,Mitch Keller,kellemi03
2023-04-16,STL,0,4,7,3,2,3,1,0,4.61,47,2,18,6,1.0,Mitch Keller,kellemi03
2023-04-21,CIN,1,4,4,2,1,5,0,1,4.2,60,0,18,16,1.0,Mitch Keller,kellemi03
2023-04-27,LAD,1,5,5,2,1,10,0,0,3.57,63,0,18,21,1.0,Mitch Keller,kellemi03
2023-05-03,TBR,-1,5,5,1,1,8,0,0,3.21,52,2,15,12,0.0,Mitch Keller,kellemi03
2023-05-08,COL,1,4,4,0,1,8,0,0,2.96,86,1,27,33,1.0,Mitch Keller,kellemi03
2023-05-14,BAL,1,5,4,0,0,13,0,1,2.59,82,0,21,32,1.0,Mitch Keller,kellemi03
2023-05-20,ARI,0,5,3,2,0,8,1,1,2.65,66,0,18,18,1.0,Mitch Keller,kellemi03
2023-05-26,SEA,1,5,7,6,2,8,2,1,2.98,40,2,18,7,0.0,Mitch Keller,kellemi03
2023-05-31,SFG,1,4,10,4,1,8,0,0,2.83,43,1,18,10,0.0,Mitch Keller,kellemi03
2023-06-06,OAK,-1,5,8,5,4,1,1,0,3.15,29,2,16,-8,0.0,Mitch Keller,kellemi03
2023-06-11,NYM,1,4,2,1,2,7,1,1,3.25,74,0,21,24,1.0,Mitch Keller,kellemi03
2023-06-17,MIL,-1,5,5,4,3,7,1,1,3.37,45,1,15,2,0.0,Mitch Keller,kellemi03
2023-06-22,MIA,0,4,5,1,0,5,0,0,3.26,68,1,21,19,1.0,Mitch Keller,kellemi03
2023-06-28,SDP,1,5,4,1,2,5,0,0,3.22,63,1,18,18,1.0,Mitch Keller,kellemi03
2023-07-03,LAD,-1,4,8,4,1,7,1,1,3.27,39,3,15,1,0.0,Mitch Keller,kellemi03
2023-07-08,ARI,0,4,1,0,5,4,0,0,3.33,74,0,21,19,1.0,Mitch Keller,kellemi03
2023-07-18,CLE,-1,9,10,8,2,1,2,0,3.57,19,2,18,-12,0.0,Mitch Keller,kellemi03
2023-07-23,LAA,-1,4,9,6,1,7,3,0,3.78,31,2,15,-3,0.0,Mitch Keller,kellemi03
2023-07-28,PHI,-1,4,6,2,3,8,1,0,3.8,54,2,17,9,0.0,Mitch Keller,kellemi03
2023-08-03,MIL,-1,5,9,8,3,5,1,1,3.89,19,2,15,-12,0.0,Mitch Keller,kellemi03
2023-08-08,ATL,0,4,9,3,0,4,1,1,3.92,41,2,15,3,0.0,Mitch Keller,kellemi03
2023-08-13,CIN,0,4,5,1,3,7,0,0,3.86,60,2,18,15,1.0,Mitch Keller,kellemi03
2023-08-19,MIN,1,5,7,2,1,12,0,0,3.7,61,2,18,21,1.0,Mitch Keller,kellemi03
2023-08-25,CHC,1,5,4,0,1,6,0,1,3.64,79,1,24,27,1.0,Mitch Keller,kellemi03
2023-09-01,STL,0,6,5,1,3,8,1,0,3.67,63,1,18,16,1.0,Mitch Keller,kellemi03
2023-09-08,ATL,-1,6,12,8,0,4,2,1,3.78,15,1,15,-13,0.0,Mitch Keller,kellemi03
2023-09-14,WSN,1,5,2,0,1,7,0,0,3.69,84,0,24,31,1.0,Mitch Keller,kellemi03
2023-04-07,NYY,0,5,5,4,3,4,1,0,7.89,42,0,15,3,0.0,Dean Kremer,kremede01
2023-04-12,OAK,0,4,5,4,2,1,2,1,8.94,36,1,13,-2,0.0,Dean Kremer,kremede01
2023-04-18,WSN,1,5,4,0,0,6,0,1,6.47,72,0,20,24,1.0,Dean Kremer,kremede01
2023-04-24,BOS,1,5,7,4,1,5,2,0,6.5,43,0,17,9,0.0,Dean Kremer,kremede01
2023-04-29,DET,-1,4,11,5,2,6,0,0,5.75,29,2,15,-5,0.0,Dean Kremer,kremede01
2023-05-05,ATL,1,5,6,1,2,3,0,0,5.33,57,0,18,14,1.0,Dean Kremer,kremede01
2023-05-10,TBR,1,4,4,0,2,4,0,0,4.99,66,0,18,19,1.0,Dean Kremer,kremede01
2023-05-16,LAA,1,5,6,3,0,4,1,0,4.89,49,1,17,12,0.0,Dean Kremer,kremede01
2023-05-21,TOR,0,4,9,1,2,7,1,0,4.82,51,2,16,10,0.0,Dean Kremer,kremede01
2023-05-27,TEX,-1,5,5,3,2,5,0,0,4.58,54,1,19,8,1.0,Dean Kremer,kremede01
2023-06-02,SFG,1,5,5,2,2,6,1,0,4.57,58,2,18,16,1.0,Dean Kremer,kremede01
2023-06-07,MIL,-1,4,9,6,0,5,2,1,4.75,30,2,15,-5,0.0,Dean Kremer,kremede01
2023-06-13,TOR,1,5,8,2,0,6,0,0,4.47,54,3,18,15,1.0,Dean Kremer,kremede01
2023-06-18,CHC,1,4,3,1,2,7,2,0,4.62,58,0,15,18,0.0,Dean Kremer,kremede01
2023-06-24,SEA,0,5,5,3,1,5,3,0,4.87,59,0,21,14,1.0,Dean Kremer,kremede01
2023-06-30,MIN,-1,5,7,7,2,5,2,1,5.1,20,1,9,-13,0.0,Dean Kremer,kremede01
2023-07-05,NYY,1,4,4,1,1,10,1,0,4.92,72,0,21,27,1.0,Dean Kremer,kremede01
2023-07-14,MIA,1,8,2,1,2,8,0,1,4.76,70,0,18,22,1.0,Dean Kremer,kremede01
2023-07-19,LAD,0,4,4,5,4,1,2,0,5.03,33,1,14,-3,0.0,Dean Kremer,kremede01
2023-07-24,PHI,0,4,3,1,2,3,0,0,4.92,68,0,21,17,1.0,Dean Kremer,kremede01
2023-07-30,NYY,0,5,7,3,2,7,1,0,4.91,41,2,12,4,0.0,Dean Kremer,kremede01
2023-08-04,NYM,0,4,2,2,4,4,0,0,4.87,56,1,16,10,0.0,Dean Kremer,kremede01
2023-08-10,HOU,1,5,6,2,2,5,2,0,4.95,60,1,21,17,1.0,Dean Kremer,kremede01
2023-08-16,SDP,-1,5,5,3,2,4,0,0,4.86,52,0,18,6,1.0,Dean Kremer,kremede01
2023-08-23,TOR,1,6,5,0,0,5,0,0,4.73,67,0,18,21,1.0,Dean Kremer,kremede01
2023-08-29,CHW,0,5,6,1,0,5,1,0,4.69,61,0,18,15,1.0,Dean Kremer,kremede01
2023-09-05,LAA,0,6,4,0,3,5,0,0,4.64,58,1,14,12,0.0,Dean Kremer,kremede01
2023-09-11,STL,0,5,7,5,4,2,0,0,4.65,27,1,13,-6,0.0,Dean Kremer,kremede01
2023-09-17,TBR,0,5,2,1,2,5,1,0,4.66,62,0,15,14,0.0,Dean Kremer,kremede01
2023-04-05,MIA,0,5,3,1,1,8,1,0,2.94,74,0,21,23,1.0,Pablo López,lopezpa01
2023-04-11,CHW,0,5,3,2,1,10,0,0,2.21,74,1,23,25,1.0,Pablo López,lopezpa01
2023-04-16,NYY,-1,4,7,2,1,7,1,1,2.64,56,0,18,9,1.0,Pablo López,lopezpa01
2023-04-22,WSN,-1,5,8,5,2,6,0,2,2.73,30,1,12,-7,0.0,Pablo López,lopezpa01
2023-04-28,KCR,1,5,8,6,1,7,1,0,2.87,38,2,18,7,0.0,Pablo López,lopezpa01
2023-05-04,CHW,0,5,6,2,1,8,1,0,2.93,64,2,21,18,1.0,Pablo López,lopezpa01
2023-05-10,SDP,0,5,2,1,4,8,1,1,3.22,69,0,19,18,1.0,Pablo López,lopezpa01
2023-05-15,LAD,0,4,5,5,0,4,3,0,3.8,38,0,14,3,0.0,Pablo López,lopezpa01
2023-05-21,LAA,-1,5,5,2,3,9,0,0,3.59,60,0,18,12,1.0,Pablo López,lopezpa01
2023-05-27,TOR,1,5,5,4,3,6,2,0,3.91,46,0,17,10,0.0,Pablo López,lopezpa01
2023-06-01,CLE,0,4,8,6,1,5,0,0,3.76,33,1,17,1,0.0,Pablo López,lopezpa01
2023-06-07,TBR,0,5,5,1,1,6,1,0,3.77,68,0,21,19,1.0,Pablo López,lopezpa01
2023-06-13,MIL,0,5,4,3,1,9,0,0,3.56,60,1,18,16,1.0,Pablo López,lopezpa01
2023-06-19,BOS,-1,5,6,4,3,9,0,1,3.47,45,4,17,5,0.0,Pablo López,lopezpa01
2023-06-24,DET,-1,4,7,3,1,10,0,0,3.28,55,0,18,11,1.0,Pablo López,lopezpa01
