Date,Opp,Dec,DR,H,ER,BB,SO,HR,HBP,FIP,GSc,2B,Outs,points,QS,pitcher,code
2023-07-25,LAA,0,5,7,4,3,3,0,0,3.16,34,2,14,-1,0.0,Eduardo Rodriguez,rodried05
2023-08-02,PIT,1,7,7,2,1,5,0,0,3.09,54,2,18,14,1.0,Eduardo Rodriguez,rodried05
2023-08-08,MIN,1,5,4,0,3,5,0,0,3.09,71,0,21,22,1.0,Eduardo Rodriguez,rodried05
2023-08-13,BOS,-1,4,10,6,1,8,2,0,3.22,30,2,15,-3,0.0,Eduardo Rodriguez,rodried05
2023-08-20,CLE,1,6,4,1,1,6,0,0,3.14,67,1,20,22,1.0,Eduardo Rodriguez,rodried05
2023-08-26,HOU,-1,5,5,4,4,1,1,1,3.37,35,1,14,-6,0.0,Eduardo Rodriguez,rodried05
2023-09-01,CHW,1,5,6,1,2,7,0,0,3.3,63,1,20,20,1.0,Eduardo Rodriguez,rodried05
2023-09-07,NYY,1,5,4,3,4,4,1,0,3.43,52,1,18,11,1.0,Eduardo Rodriguez,rodried05
2023-09-13,CIN,-1,5,4,4,5,5,0,0,3.46,44,0,16,1,0.0,Eduardo Rodriguez,rodried05
2023-04-04,COL,1,4,5,0,0,6,0,0,1.51,68,2,18,22,1.0,Julio Urías,uriasju01
2023-04-10,SFG,1,5,4,1,2,8,1,0,2.26,66,0,18,21,1.0,Julio Urías,uriasju01
2023-04-16,CHC,-1,5,8,2,1,6,2,0,3.22,48,0,17,7,0.0,Julio Urías,uriasju01
2023-04-21,CHC,-1,4,7,5,2,4,2,0,4.11,28,2,10,-8,0.0,Julio Urías,uriasju01
2023-04-27,PIT,-1,5,7,6,2,5,2,0,4.64,34,0,17,-2,0.0,Julio Urías,uriasju01
2023-05-02,PHI,1,4,1,1,1,10,1,0,4.29,80,0,21,30,1.0,Julio Urías,uriasju01
2023-05-07,SDP,0,4,8,2,1,3,0,0,4.1,47,3,17,7,0.0,Julio Urías,uriasju01
2023-05-13,SDP,1,5,3,2,0,4,2,0,4.33,67,0,21,21,1.0,Julio Urías,uriasju01
2023-05-18,STL,-1,4,6,6,2,1,4,0,5.28,22,0,9,-13,0.0,Julio Urías,uriasju01
2023-07-06,PIT,1,4,3,2,1,8,0,0,4.88,65,2,18,21,1.0,Julio Urías,uriasju01
2023-07-14,NYM,1,7,1,0,1,7,0,1,4.62,76,1,18,25,1.0,Julio Urías,uriasju01
2023-07-19,BAL,-1,4,8,8,2,2,1,0,4.73,19,4,15,-12,0.0,Julio Urías,uriasju01
2023-07-25,TOR,0,5,8,3,2,5,1,1,4.77,47,3,18,6,1.0,Julio Urías,uriasju01
2023-08-03,OAK,1,8,3,0,1,5,0,0,4.6,65,2,15,19,0.0,Julio Urías,uriasju01
2023-08-08,ARI,1,4,4,0,1,5,0,0,4.44,68,0,18,21,1.0,Julio Urías,uriasju01
2023-08-13,COL,1,4,4,3,0,12,1,1,4.28,69,1,21,25,1.0,Julio Urías,uriasju01
2023-08-19,MIA,1,5,5,1,0,5,1,1,4.27,68,1,21,21,1.0,Julio Urías,uriasju01
2023-08-26,BOS,-1,6,8,6,1,9,3,0,4.43,40,2,18,3,0.0,Julio Urías,uriasju01
2023-09-01,ATL,-1,5,9,5,2,4,3,0,4.69,31,3,15,-5,0.0,Julio Urías,uriasju01
2023-04-09,MIA,-1,5,6,6,3,1,2,0,9.03,26,0,14,-9,0.0,Carlos Carrasco,carraca01
2023-04-15,OAK,0,5,4,2,1,3,0,3,7.36,53,2,15,6,0.0,Carlos Carrasco,carraca01
2023-05-25,CHC,1,5,5,1,2,4,1,0,6.42,62,0,20,18,1.0,Carlos Carrasco,carraca01
2023-05-31,PHI,1,5,6,1,1,4,1,0,6.07,59,1,18,16,1.0,Carlos Carrasco,carraca01
2023-06-06,ATL,0,5,6,4,2,4,1,1,6.07,41,1,15,2,0.0,Carlos Carrasco,carraca01
2023-06-11,PIT,-1,4,6,2,3,1,1,0,6.24,42,1,14,-1,0.0,Carlos Carrasco,carraca01
2023-06-18,STL,0,6,5,5,3,4,2,0,6.65,28,2,9,-5,0.0,Carlos Carrasco,carraca01
2023-06-25,PHI,0,6,5,2,2,5,1,0,6.55,47,1,12,6,0.0,Carlos Carrasco,carraca01
2023-06-30,SFG,0,4,5,2,3,6,1,0,6.43,52,0,15,9,0.0,Carlos Carrasco,carraca01
2023-07-06,ARI,1,5,3,0,1,4,0,0,5.93,79,1,24,27,1.0,Carlos Carrasco,carraca01
2023-07-18,CHW,0,11,6,4,2,5,1,1,5.92,39,2,14,2,0.0,Carlos Carrasco,carraca01
2023-07-23,BOS,-1,4,10,5,2,2,0,0,5.86,17,2,7,-16,0.0,Carlos Carrasco,carraca01
2023-07-29,WSN,-1,5,8,6,1,2,0,0,5.76,14,2,7,-15,0.0,Carlos Carrasco,carraca01
2023-08-03,KCR,-1,4,8,6,1,0,2,1,5.98,31,1,18,-7,0.0,Carlos Carrasco,carraca01
2023-08-08,CHC,0,4,3,2,2,5,1,0,5.93,56,1,15,11,0.0,Carlos Carrasco,carraca01
2023-08-14,PIT,0,5,4,2,3,5,0,0,5.82,45,2,9,3,0.0,Carlos Carrasco,carraca01
2023-08-20,STL,-1,5,9,3,0,3,1,0,5.78,35,1,12,-3,0.0,Carlos Carrasco,carraca01
2023-08-26,LAA,-1,5,7,5,0,1,1,0,5.86,22,3,5,-14,0.0,Carlos Carrasco,carraca01
2023-04-07,CHC,-1,5,5,2,1,6,0,0,1.85,56,1,17,10,0.0,Nathan Eovaldi,eovalna01
2023-04-12,KCR,-1,4,10,6,0,7,1,0,2.24,30,2,15,-3,0.0,Nathan Eovaldi,eovalna01
2023-04-18,KCR,1,5,7,2,1,5,0,0,2.2,54,1,18,14,1.0,Nathan Eovaldi,eovalna01
2023-04-24,CIN,0,5,6,3,1,7,0,1,2.14,52,1,18,11,1.0,Nathan Eovaldi,eovalna01
2023-04-29,NYY,1,4,3,0,0,8,0,0,1.98,89,0,27,35,1.0,Nathan Eovaldi,eovalna01
2023-05-06,LAA,1,6,5,0,2,5,0,0,2.12,75,1,24,25,1.0,Nathan Eovaldi,eovalna01
2023-05-11,OAK,1,4,3,0,1,12,0,0,1.91,89,2,26,37,1.0,Nathan Eovaldi,eovalna01
2023-05-17,ATL,0,5,5,3,2,5,2,0,2.43,58,0,21,13,1.0,Nathan Eovaldi,eovalna01
2023-05-23,PIT,1,5,6,1,1,5,0,0,2.44,75,2,27,26,1.0,Nathan Eovaldi,eovalna01
2023-05-29,DET,1,5,4,0,3,4,0,0,2.51,60,0,15,15,0.0,Nathan Eovaldi,eovalna01
2023-06-04,SEA,1,5,1,0,0,7,0,1,2.43,77,0,18,26,1.0,Nathan Eovaldi,eovalna01
2023-06-10,TBR,1,5,7,4,3,6,1,0,2.6,46,3,19,10,0.0,Nathan Eovaldi,eovalna01
2023-06-15,LAA,-1,4,5,3,2,9,2,1,2.83,62,1,21,13,1.0,Nathan Eovaldi,eovalna01
2023-06-20,CHW,0,4,5,4,2,4,2,0,3.1,48,0,18,7,0.0,Nathan Eovaldi,eovalna01
2023-06-25,NYY,0,4,4,2,2,5,0,0,3.07,56,4,17,12,0.0,Nathan Eovaldi,eovalna01
2023-07-01,HOU,1,5,2,0,4,5,0,0,3.1,74,0,21,23,1.0,Nathan Eovaldi,eovalna01
2023-07-06,BOS,0,4,5,4,4,3,0,0,3.16,41,2,16,2,0.0,Nathan Eovaldi,eovalna01
2023-07-18,TBR,1,11,2,0,3,2,0,1,3.23,67,1,18,17,1.0,Nathan Eovaldi,eovalna01
2023-09-09,OAK,0,3,3,0,2,3,0,0,3.44,52,1,7,5,0.0,Nathan Eovaldi,eovalna01
2023-09-14,TOR,0,4,3,2,3,3,1,0,3.56,46,0,10,3,0.0,Nathan Eovaldi,eovalna01
2023-05-01,PHI,0,4,5,3,2,3,1,0,5.76,43,0,14,4,0.0,Tony Gonsolin,gonsoto01
2023-05-08,MIL,-1,6,3,0,0,6,1,1,4.97,66,0,18,17,1.0,Tony Gonsolin,gonsoto01
2023-05-14,SDP,1,5,2,0,1,6,0,0,4.05,68,2,15,21,0.0,Tony Gonsolin,gonsoto01
2023-05-19,STL,1,4,1,0,3,3,0,0,4.01,65,0,15,17,0.0,Tony Gonsolin,gonsoto01
2023-05-24,ATL,0,4,3,3,2,4,2,0,4.68,53,1,17,10,0.0,Tony Gonsolin,gonsoto01
2023-05-30,WSN,1,5,3,1,2,2,0,1,4.58,62,0,18,15,1.0,Tony Gonsolin,gonsoto01
2023-06-06,CIN,0,6,5,3,3,5,0,1,4.46,45,1,15,5,0.0,Tony Gonsolin,gonsoto01
2023-06-13,CHW,1,6,2,0,2,6,0,1,4.25,72,0,18,22,1.0,Tony Gonsolin,gonsoto01
2023-06-18,SFG,-1,4,6,7,3,7,0,1,4.1,33,3,17,-3,0.0,Tony Gonsolin,gonsoto01
2023-06-25,HOU,0,6,5,4,1,3,2,0,4.43,43,1,15,4,0.0,Tony Gonsolin,gonsoto01
2023-07-02,KCR,-1,6,6,4,3,3,0,1,4.46,33,1,11,-7,0.0,Tony Gonsolin,gonsoto01
2023-07-07,LAA,1,4,7,4,1,5,2,0,4.62,48,0,20,12,0.0,Tony Gonsolin,gonsoto01
2023-07-15,NYM,0,7,2,1,1,3,1,0,4.66,61,0,15,13,0.0,Tony Gonsolin,gonsoto01
2023-07-21,TEX,0,5,2,4,3,6,1,0,4.7,50,1,15,8,0.0,Tony Gonsolin,gonsoto01
2023-07-26,TOR,-1,4,7,5,3,5,1,1,4.8,35,1,15,-4,0.0,Tony Gonsolin,gonsoto01
2023-08-02,OAK,1,6,5,1,2,3,1,0,4.86,54,0,15,12,0.0,Tony Gonsolin,gonsoto01
2023-08-07,SDP,1,4,9,6,1,3,1,0,4.86,32,2,18,2,0.0,Tony Gonsolin,gonsoto01
2023-08-12,COL,1,4,3,1,0,6,1,0,4.78,68,1,18,22,1.0,Tony Gonsolin,gonsoto01
2023-08-18,MIA,-1,5,8,10,4,2,5,0,5.43,2,1,10,-23,0.0,Tony Gonsolin,gonsoto01
2023-05-30,TBR,0,4,6,1,3,3,0,0,3.47,51,0,15,7,0.0,Kyle Hendricks,hendrky01
2023-06-05,SDP,-1,5,5,3,0,4,1,0,3.72,52,2,18,8,1.0,Kyle Hendricks,hendrky01
2023-06-10,SFG,1,4,1,0,1,3,0,0,3.43,82,1,24,28,1.0,Kyle Hendricks,hendrky01
2023-06-16,BAL,1,5,5,2,0,1,0,0,3.33,50,2,15,10,0.0,Kyle Hendricks,hendrky01
2023-06-21,PIT,1,4,2,1,3,2,0,1,3.55,60,1,19,16,1.0,Kyle Hendricks,hendrky01
2023-06-29,PHI,-1,7,6,3,0,4,1,0,3.62,57,2,21,10,1.0,Kyle Hendricks,hendrky01
2023-07-04,MIL,0,4,4,1,1,5,0,0,3.43,62,0,18,16,1.0,Kyle Hendricks,hendrky01
2023-07-09,NYY,0,4,10,4,0,5,2,0,3.71,38,1,17,4,0.0,Kyle Hendricks,hendrky01
2023-07-14,BOS,-1,4,8,5,0,5,4,0,4.4,33,1,14,-2,0.0,Kyle Hendricks,hendrky01
2023-07-19,WSN,0,4,5,1,0,5,0,1,4.18,63,1,18,15,1.0,Kyle Hendricks,hendrky01
2023-07-25,CHW,1,5,4,3,1,4,0,0,4.03,56,2,19,15,1.0,Kyle Hendricks,hendrky01
2023-07-30,STL,-1,4,8,2,1,2,0,0,3.95,52,1,21,7,1.0,Kyle Hendricks,hendrky01
2023-08-04,ATL,-1,4,8,7,0,3,2,0,4.16,21,3,12,-10,0.0,Kyle Hendricks,hendrky01
2023-08-09,NYM,0,4,5,2,2,6,1,0,4.19,53,0,15,10,0.0,Kyle Hendricks,hendrky01
2023-08-15,CHW,0,5,7,3,2,4,0,0,4.1,48,1,18,7,1.0,Kyle Hendricks,hendrky01
2023-08-20,KCR,1,4,5,1,1,3,0,0,4.02,61,1,19,17,1.0,Kyle Hendricks,hendrky01
2023-08-25,PIT,-1,4,6,2,1,4,0,1,3.96,52,2,17,6,0.0,Kyle Hendricks,hendrky01
2023-08-30,MIL,0,4,4,0,2,6,0,0,3.87,66,0,18,18,1.0,Kyle Hendricks,hendrky01
2023-09-05,SFG,0,5,7,4,0,5,2,0,3.98,41,3,16,6,0.0,Kyle Hendricks,hendrky01
2023-09-10,ARI,1,4,7,2,1,4,0,0,3.9,50,2,17,12,0.0,Kyle Hendricks,hendrky01
2023-09-16,ARI,0,5,7,3,1,3,0,0,3.85,44,1,16,5,0.0,Kyle Hendricks,hendrky01
2023-04-04,OAK,0,4,3,3,1,7,0,0,1.84,60,1,18,15,1.0,Shane Bieber,biebesh01
2023-04-10,NYY,1,5,5,2,3,4,0,0,2.42,60,3,21,16,1.0,Shane Bieber,biebesh01
2023-04-16,WSN,0,5,9,3,1,4,1,1,3.06,45,3,18,5,1.0,Shane Bieber,biebesh01
2023-04-22,MIA,-1,5,4,3,4,4,1,0,3.65,49,1,17,4,0.0,Shane Bieber,biebesh01
2023-04-28,BOS,1,5,5,2,2,4,0,0,3.53,61,3,21,17,1.0,Shane Bieber,biebesh01
2023-05-03,NYY,0,4,5,2,1,4,2,0,3.94,67,0,24,18,1.0,Shane Bieber,biebesh01
2023-05-09,DET,1,5,7,0,1,9,0,0,3.57,66,0,18,22,1.0,Shane Bieber,biebesh01
2023-05-16,CHW,-1,6,12,5,0,4,2,0,3.86,22,0,14,-7,0.0,Shane Bieber,biebesh01
2023-05-21,NYM,-1,4,7,2,2,4,1,0,3.96,62,0,24,12,1.0,Shane Bieber,biebesh01
2023-05-26,STL,1,4,5,2,4,2,0,0,4.01,54,0,20,12,1.0,Shane Bieber,biebesh01
2023-05-31,BAL,0,4,8,7,2,4,1,0,4.11,20,3,12,-8,0.0,Shane Bieber,biebesh01
2023-06-06,BOS,0,5,5,1,1,2,0,0,4.04,56,2,17,11,0.0,Shane Bieber,biebesh01
2023-06-11,HOU,1,4,3,0,1,9,0,0,3.81,79,1,21,29,1.0,Shane Bieber,biebesh01
2023-06-17,ARI,-1,5,7,5,2,5,3,0,4.13,47,0,22,5,0.0,Shane Bieber,biebesh01
2023-06-23,MIL,-1,5,5,4,2,8,1,0,4.12,47,2,15,5,0.0,Shane Bieber,biebesh01
2023-06-29,KCR,0,5,2,0,1,8,0,0,3.95,75,2,18,23,1.0,Shane Bieber,biebesh01
2023-07-04,ATL,0,4,6,4,5,4,1,0,4.1,35,1,14,-1,0.0,Shane Bieber,biebesh01
2023-07-09,KCR,-1,4,9,4,0,6,1,2,4.11,45,2,19,3,0.0,Shane Bieber,biebesh01
2023-04-07,SEA,-1,5,9,4,1,5,0,0,2.47,39,3,17,1,0.0,Aaron Civale,civalaa01
2023-06-08,BOS,1,5,4,2,2,3,1,0,3.3,54,1,17,13,0.0,Aaron Civale,civalaa01
2023-06-14,SDP,-1,5,5,2,4,7,2,0,4.19,46,2,11,2,0.0,Aaron Civale,civalaa01
2023-06-20,OAK,0,5,5,2,3,6,1,0,4.3,59,1,20,14,1.0,Aaron Civale,civalaa01
2023-06-25,MIL,0,4,6,4,2,5,0,0,4.04,47,2,18,7,0.0,Aaron Civale,civalaa01
2023-07-02,CHC,0,6,3,1,1,2,0,2,4.05,63,0,18,12,1.0,Aaron Civale,civalaa01
2023-07-07,KCR,1,4,2,0,0,9,0,0,3.6,82,2,21,31,1.0,Aaron Civale,civalaa01
2023-07-14,TEX,0,6,5,2,1,2,1,0,3.78,50,1,15,7,0.0,Aaron Civale,civalaa01
2023-07-19,PIT,0,4,5,2,1,3,0,0,3.69,52,1,16,9,0.0,Aaron Civale,civalaa01
2023-07-25,KCR,1,5,5,1,2,5,0,0,3.58,71,0,24,23,1.0,Aaron Civale,civalaa01
2023-07-30,CHW,1,4,3,0,2,4,0,0,3.53,68,0,18,20,1.0,Aaron Civale,civalaa01
2023-08-05,DET,-1,5,9,3,0,4,0,0,3.42,37,3,13,-1,0.0,Aaron Civale,civalaa01
2023-08-11,CLE,0,5,7,2,1,2,0,0,3.4,46,0,15,5,0.0,Aaron Civale,civalaa01
2023-08-16,SFG,1,4,5,0,1,5,0,0,3.31,66,1,18,20,1.0,Aaron Civale,civalaa01
2023-08-23,COL,0,6,4,3,0,9,1,1,3.29,56,0,15,13,0.0,Aaron Civale,civalaa01
2023-08-29,MIA,1,5,7,2,0,5,1,0,3.32,50,1,15,12,0.0,Aaron Civale,civalaa01
2023-09-04,BOS,0,5,2,3,3,12,0,0,3.18,61,1,16,17,0.0,Aaron Civale,civalaa01
2023-09-09,SEA,0,4,4,4,3,3,1,1,3.35,43,0,15,2,0.0,Aaron Civale,civalaa01
2023-09-14,BAL,0,4,4,3,1,8,2,0,3.46,54,0,15,12,0.0,Aaron Civale,civalaa01
2023-04-08,PIT,1,5,8,4,2,1,0,0,3.55,35,2,16,2,0.0,Mike Clevinger,clevimi01
2023-04-14,BAL,0,5,1,0,5,5,0,0,3.75,70,0,18,17,1.0,Mike Clevinger,clevimi01
2023-04-19,PHI,-1,4,6,3,1,1,2,0,5.07,35,1,9,-6,0.0,Mike Clevinger,clevimi01
2023-04-25,TOR,-1,5,7,6,3,3,1,0,5.36,29,1,15,-7,0.0,Mike Clevinger,clevimi01
2023-04-30,TBR,0,4,7,2,1,8,2,0,5.44,52,1,15,11,0.0,Mike Clevinger,clevimi01
2023-05-06,CIN,-1,5,6,4,1,7,1,0,5.13,50,2,18,7,0.0,Mike Clevinger,clevimi01
2023-05-11,KCR,0,4,3,3,2,2,1,0,5.22,54,1,18,9,1.0,Mike Clevinger,clevimi01
2023-05-17,CLE,1,5,6,2,4,5,0,1,5.08,53,3,18,11,1.0,Mike Clevinger,clevimi01
2023-06-02,DET,0,15,3,0,1,6,0,0,4.73,66,0,15,17,0.0,Mike Clevinger,clevimi01
2023-06-08,NYY,-1,5,6,3,1,2,2,0,5.02,46,2,17,3,0.0,Mike Clevinger,clevimi01
2023-06-14,LAD,0,5,3,0,2,5,0,1,4.87,61,1,14,13,0.0,Mike Clevinger,clevimi01
2023-08-04,CLE,-1,5,8,3,1,2,1,0,4.73,38,1,15,-1,0.0,Mike Clevinger,clevimi01
2023-08-09,NYY,1,4,3,1,3,6,0,0,4.58,65,0,18,19,1.0,Mike Clevinger,clevimi01
2023-08-16,CHC,0,6,3,0,2,7,0,1,4.42,76,0,21,22,1.0,Mike Clevinger,clevimi01
2023-08-22,SEA,-1,5,6,4,4,4,1,1,4.57,39,1,15,-3,0.0,Mike Clevinger,clevimi01
2023-08-27,OAK,1,4,1,1,2,10,0,0,4.34,79,0,21,29,1.0,Mike Clevinger,clevimi01
2023-09-02,DET,-1,5,12,8,0,2,1,0,4.38,8,4,12,-17,0.0,Mike Clevinger,clevimi01
2023-09-08,DET,1,5,3,0,0,7,0,1,4.21,78,1,21,27,1.0,Mike Clevinger,clevimi01
2023-09-13,KCR,-1,4,6,2,0,7,1,0,4.15,59,0,18,12,1.0,Mike Clevinger,clevimi01
2023-04-05,KCR,1,5,1,0,4,5,0,1,6.26,76,0,21,23,1.0,Alek Manoah,manoaal01
2023-04-11,DET,0,5,4,3,5,3,1,0,6.87,41,0,13,1,0.0,Alek Manoah,manoaal01
2023-04-16,TBR,-1,4,9,7,4,5,1,1,6.93,19,2,14,-12,0.0,Alek Manoah,manoaal01
2023-04-22,NYY,0,5,2,0,1,5,0,0,5.69,77,1,21,23,1.0,Alek Manoah,manoaal01
2023-04-28,SEA,0,5,6,2,4,7,1,1,5.75,50,1,15,7,0.0,Alek Manoah,manoaal01
2023-05-03,BOS,-1,4,8,2,1,3,0,1,5.41,39,2,15,1,0.0,Alek Manoah,manoaal01
2023-05-09,PHI,-1,5,4,3,4,1,1,0,5.72,41,0,14,-2,0.0,Alek Manoah,manoaal01
2023-05-15,NYY,-1,5,6,5,7,3,2,0,6.42,26,1,12,-11,0.0,Alek Manoah,manoaal01
2023-05-20,BAL,0,4,6,2,1,5,1,1,6.24,53,0,17,10,0.0,Alek Manoah,manoaal01
2023-05-25,TBR,-1,4,3,4,5,6,0,0,6.13,36,1,9,-4,0.0,Alek Manoah,manoaal01
2023-05-31,MIL,-1,5,3,2,3,2,1,0,6.24,47,1,12,1,0.0,Alek Manoah,manoaal01
2023-06-05,HOU,-1,4,7,6,1,0,1,0,6.5,12,0,1,-22,0.0,Alek Manoah,manoaal01
2023-07-18,SDP,-1,10,3,4,5,0,1,0,6.25,32,2,9,-10,0.0,Alek Manoah,manoaal01
2023-07-23,SEA,0,4,3,3,4,6,1,1,6.25,52,0,16,8,0.0,Alek Manoah,manoaal01
2023-07-29,LAA,0,5,4,1,3,6,0,2,6.12,54,2,13,8,0.0,Alek Manoah,manoaal01
2023-08-04,BOS,1,5,6,3,2,5,2,1,6.19,53,1,20,13,1.0,Alek Manoah,manoaal01
2023-08-10,CLE,-1,5,4,4,3,6,0,0,6.02,41,3,12,0,0.0,Alek Manoah,manoaal01
2023-04-10,ARI,-1,5,5,3,3,3,1,0,4.44,45,1,15,1,0.0,Wade Miley,mileywa01
2023-04-16,SDP,1,5,4,0,0,8,0,0,3.09,77,1,21,28,1.0,Wade Miley,mileywa01
2023-04-22,BOS,1,5,4,2,1,3,1,0,3.56,53,1,15,12,0.0,Wade Miley,mileywa01
2023-04-28,LAA,0,5,7,1,0,2,0,0,3.36,56,0,18,11,1.0,Wade Miley,mileywa01
2023-05-04,COL,0,5,6,3,2,2,0,0,3.4,48,2,18,6,1.0,Wade Miley,mileywa01
2023-05-10,LAD,-1,5,6,7,2,3,3,1,4.44,28,0,15,-8,0.0,Wade Miley,mileywa01
2023-05-16,STL,0,5,1,1,1,0,1,0,4.77,48,0,5,1,0.0,Wade Miley,mileywa01
2023-06-23,CLE,1,5,3,0,0,3,0,0,4.3,69,2,18,21,1.0,Wade Miley,mileywa01
2023-06-28,NYM,0,4,3,2,3,3,1,0,4.51,48,1,12,5,0.0,Wade Miley,mileywa01
2023-07-04,CHC,0,5,9,4,2,4,1,0,4.59,35,2,15,0,0.0,Wade Miley,mileywa01
2023-07-09,CIN,1,4,4,0,3,8,0,0,4.37,69,2,18,22,1.0,Wade Miley,mileywa01
2023-08-02,WSN,0,23,3,1,2,5,0,0,4.25,55,1,12,10,0.0,Wade Miley,mileywa01
2023-08-08,COL,0,5,2,1,3,2,1,0,4.41,63,1,18,13,1.0,Wade Miley,mileywa01
2023-08-16,LAD,-1,7,7,3,2,2,1,0,4.52,39,1,15,-1,0.0,Wade Miley,mileywa01
2023-08-22,MIN,0,5,5,3,1,4,1,0,4.54,48,1,15,7,0.0,Wade Miley,mileywa01
2023-08-28,CHC,1,5,4,2,0,1,2,0,4.71,57,0,18,14,1.0,Wade Miley,mileywa01
2023-09-03,PHI,-1,5,4,4,3,4,2,1,4.92,50,1,19,4,0.0,Wade Miley,mileywa01
2023-09-09,NYY,0,5,1,1,3,3,0,0,4.89,53,0,11,8,0.0,Wade Miley,mileywa01
2023-09-15,WSN,1,5,5,3,2,3,1,0,4.92,48,3,17,10,0.0,Wade Miley,mileywa01
2023-05-19,SDP,1,6,5,1,2,5,1,0,3.9,61,0,18,17,1.0,James Paxton,paxtoja01
2023-05-24,LAA,-1,4,4,5,3,5,2,0,5.55,33,1,9,-6,0.0,James Paxton,paxtoja01
2023-05-31,CIN,0,6,4,1,1,8,0,0,4.26,62,2,15,16,0.0,James Paxton,paxtoja01
2023-06-06,CLE,1,5,6,2,2,9,0,0,3.53,64,3,21,21,1.0,James Paxton,paxtoja01
2023-06-12,COL,0,5,4,0,1,8,0,0,3.07,69,2,18,21,1.0,James Paxton,paxtoja01
2023-06-19,MIN,1,6,3,3,1,7,1,1,3.23,61,0,19,18,1.0,James Paxton,paxtoja01
2023-06-24,CHW,0,4,2,1,0,3,1,0,3.4,57,0,12,11,0.0,James Paxton,paxtoja01
2023-06-30,TOR,1,5,3,0,2,7,0,0,3.22,78,0,23,28,1.0,James Paxton,paxtoja01
2023-07-08,OAK,1,7,6,2,1,3,2,0,3.64,54,0,18,13,1.0,James Paxton,paxtoja01
2023-07-15,CHC,-1,6,3,6,3,4,1,1,3.9,30,0,9,-9,0.0,James Paxton,paxtoja01
2023-07-22,NYM,1,6,3,2,1,7,0,0,3.68,62,1,18,20,1.0,James Paxton,paxtoja01
2023-07-29,SFG,0,6,8,1,2,5,0,0,3.59,50,2,15,8,0.0,James Paxton,paxtoja01
2023-08-04,TOR,-1,5,9,4,2,4,3,0,4.06,35,2,15,-3,0.0,James Paxton,paxtoja01
2023-08-10,KCR,1,5,6,0,0,6,0,0,3.86,62,1,16,19,0.0,James Paxton,paxtoja01
2023-08-16,WSN,0,5,5,2,1,3,2,0,4.08,56,1,18,11,1.0,James Paxton,paxtoja01
2023-08-21,HOU,-1,4,9,6,3,4,1,0,4.2,19,2,12,-11,0.0,James Paxton,paxtoja01
2023-08-26,LAD,0,4,4,4,5,4,1,0,4.37,38,1,13,0,0.0,James Paxton,paxtoja01
2023-09-01,KCR,-1,5,5,6,2,0,2,0,4.69,18,1,4,-18,0.0,James Paxton,paxtoja01
2023-04-11,OAK,0,5,6,5,4,6,0,0,2.51,33,0,13,-1,0.0,Grayson Rodriguez,rodrigr01
2023-04-16,CHW,0,4,6,4,2,8,2,0,3.89,45,0,15,7,0.0,Grayson Rodriguez,rodrigr01
2023-04-23,DET,0,6,5,0,3,6,0,0,3.57,60,1,15,13,0.0,Grayson Rodriguez,rodrigr01
2023-04-29,DET,1,5,2,0,1,9,0,0,2.89,71,1,15,24,0.0,Grayson Rodriguez,rodrigr01
2023-05-04,KCR,0,4,8,6,1,3,3,0,4.22,23,2,11,-7,0.0,Grayson Rodriguez,rodrigr01
2023-05-09,TBR,1,4,7,2,2,4,2,0,4.77,49,0,17,11,0.0,Grayson Rodriguez,rodrigr01
2023-05-15,LAA,-1,5,9,8,3,3,2,0,5.42,10,2,10,-18,0.0,Grayson Rodriguez,rodrigr01
2023-05-20,TOR,0,4,5,2,1,6,1,0,5.26,54,2,15,11,0.0,Grayson Rodriguez,rodrigr01
2023-05-26,TEX,-1,5,6,8,3,6,3,0,5.91,17,0,10,-12,0.0,Grayson Rodriguez,rodrigr01
2023-07-22,TBR,0,4,3,2,2,6,0,0,5.26,59,1,17,14,0.0,Grayson Rodriguez,rodrigr01
2023-07-28,NYY,0,5,3,0,2,4,0,0,5.02,69,0,19,18,1.0,Grayson Rodriguez,rodrigr01
2023-08-02,TOR,-1,4,2,3,2,6,0,0,4.79,57,1,17,10,0.0,Grayson Rodriguez,rodrigr01
2023-08-08,HOU,0,5,6,2,2,4,0,1,4.68,54,0,18,9,1.0,Grayson Rodriguez,rodrigr01
2023-08-14,SDP,1,5,3,1,1,6,1,0,4.61,72,0,21,24,1.0,Grayson Rodriguez,rodrigr01
2023-08-22,TOR,0,7,8,3,2,5,1,0,4.62,47,1,18,7,1.0,Grayson Rodriguez,rodrigr01
2023-08-28,CHW,1,5,1,0,1,6,0,0,4.43,75,1,18,25,1.0,Grayson Rodriguez,rodrigr01
2023-09-04,LAA,1,6,7,2,2,7,1,0,4.41,55,1,18,15,1.0,Grayson Rodriguez,rodrigr01
2023-09-10,BOS,-1,5,7,2,2,6,0,1,4.33,41,2,13,2,0.0,Grayson Rodriguez,rodrigr01
2023-09-16,TBR,1,5,5,0,0,7,0,0,4.13,79,1,24,29,1.0,Grayson Rodriguez,rodrigr01
2023-04-08,ATL,1,6,2,0,1,10,0,0,3.34,77,1,18,28,1.0,Michael Wacha,wachami01
2023-04-14,MIL,-1,5,11,7,1,3,2,0,4.73,15,6,13,-13,0.0,Michael Wacha,wachami01
2023-04-20,ARI,0,5,10,5,1,3,0,0,4.29,24,3,12,-6,0.0,Michael Wacha,wachami01
